Product_Name,Capacity,Category,Star_Ratings,Price,Discount,Rating
LG,242 L,Double Door,3 Star,14990.0,29.0,4.4
Haier,596 L,Side by Side,3 Star,14985.0,42.0,4.5
Whirlpool,236 L,Single Door,5 Star,14980.0,24.0,4.3
Haier,602 L,Side by Side,3 Star,14970.0,43.0,4.5
Whirlpool,240 L,Triple Door,4 Star,14959.0,27.0,4.3
Voltas,472 L,Side by Side,3 Star,14900.0,40.0,4.1
LG,272 L,Double Door,3 Star,14900.0,30.0,4.3
Whirlpool,235 L,Double Door,3 Star,14895.0,26.0,4.3
Whirlpool,308 L,Double Door,3 Star,14890.0,25.0,4.2
Godrej,272 L,Double Door,3 Star,14820.0,21.0,4.1
LG,264 L,Double Door,2 Star,14769.0,29.0,4.2
CANDY,328 L,Double Door,3 Star,14763.0,28.0,4.4
Whirlpool,235 L,Double Door,2 Star,14699.0,29.0,4.3
Voltas,563 L,Side by Side,3 Star,14490.0,42.0,4.1
LG,398 L,Double Door,3 Star,14579.0,24.0,4.1
Haier,268 L,Double Door,2 Star,14490.0,32.0,4.3
Godrej,436 L,Double Door,2 Star,14490.0,37.0,4.4
LG,240 L,Double Door,3 Star,14490.0,28.0,4.3
Haier,325 L,Double Door,3 Star,14490.0,31.0,4.4
Whirlpool,300 L,Triple Door,4 Star,14490.0,26.0,4.3
Godrej,472 L,Double Door,2 Star,14490.0,25.0,4.3
Whirlpool,270 L,Triple Door,4 Star,14490.0,25.0,4.3
LG,343 L,Double Door,3 Star,14490.0,23.0,4.3
Whirlpool,235 L,Triple Door,4 Star,14490.0,29.0,4.5
Haier,596 L,Side by Side,3 Star,14490.0,29.0,4.3
Whirlpool,236 L,Single Door,5 Star,14465.0,42.0,4.5
LG,242 L,Double Door,3 Star,14390.0,24.0,4.5
Haier,602 L,Side by Side,3 Star,14350.0,43.0,4.3
Whirlpool,240 L,Triple Door,4 Star,14350.0,27.0,4.4
Whirlpool,308 L,Double Door,3 Star,14340.0,40.0,4.3
Voltas,472 L,Side by Side,3 Star,14299.0,30.0,4.5
Whirlpool,235 L,Double Door,2 Star,14299.0,26.0,4.3
LG,272 L,Double Door,3 Star,14290.0,25.0,4.1
Whirlpool,235 L,Double Door,3 Star,14290.0,21.0,4.3
Godrej,272 L,Double Door,3 Star,14290.0,29.0,4.3
CANDY,328 L,Double Door,3 Star,14240.0,28.0,4.3
