Product_Name,Capacity,Category,Star_Ratings,Price,Discount,Rating,
Haier,602 L,Side by Side,N/A,"₹ 16,790",43% off,4.3,
Whirlpool,240 L,Triple Door,N/A,"₹ 16,790",27% off,4.2,
Whirlpool,308 L,Double Door,3 Star,"₹ 16,790",25% off,4.1,
Voltas,472 L,Side by Side,N/A,"₹ 16,790",40% off,4.1,
Whirlpool,235 L,Double Door,2 Star,"₹ 16,709",29% off,4.2,
LG,272 L,Double Door,3 Star,"₹ 16,699",30% off,4.4,
Whirlpool,235 L,Double Door,3 Star,"₹ 16,690",26% off,4.3,
Godrej,272 L,Double Door,3 Star,"₹ 16,599",21% off,4.3,
LG,264 L,Double Door,2 Star,"₹ 16,590",28% off,4.4,
CANDY,328 L,Double Door,3 Star,"₹ 16,361",29% off,4.3,
Godrej,472 L,Double Door,2 Star,"₹ 16,306",25% off,4.1,
Godrej,436 L,Double Door,2 Star,"₹ 16,300",31% off,4.4,
Haier,268 L,Double Door,2 Star,"₹ 16,294",37% off,4.3,
LG,398 L,Double Door,3 Star,"₹ 16,290",32% off,4.1,
Voltas,563 L,Side by Side,N/A,"₹ 16,290",28% off,4.3,
LG,240 L,Double Door,3 Star,"₹ 16,290",24% off,4.5,
Haier,325 L,Double Door,3 Star,"₹ 16,285",42% off,4,
Whirlpool,300 L,Triple Door,N/A,"₹ 16,269",26% off,4.3,
Whirlpool,270 L,Triple Door,N/A,"₹ 16,250",25% off,4.3,
LG,343 L,Double Door,3 Star,"₹ 16,205",29% off,4.5,
Whirlpool,235 L,Triple Door,N/A,"₹ 16,200",23% off,4.3,
Haier,596 L,Side by Side,N/A,"₹ 16,200",42% off,4.4,
Whirlpool,236 L,Single Door,5 Star,"₹ 16,190",24% off,4.5,
LG,242 L,Double Door,3 Star,"₹ 16,190",29% off,4.3,
Haier,602 L,Side by Side,N/A,"₹ 16,100",43% off,4.5,
Whirlpool,240 L,Triple Door,N/A,"₹ 16,080",27% off,4.3,
Whirlpool,308 L,Double Door,3 Star,"₹ 16,014",25% off,4.1,
Voltas,472 L,Side by Side,N/A,"₹ 16,014",40% off,4.3,
Whirlpool,235 L,Double Door,2 Star,"₹ 15,999",29% off,4.3,
LG,272 L,Double Door,3 Star,"₹ 15,990",30% off,4.2,
Whirlpool,235 L,Double Door,3 Star,"₹ 15,990",26% off,4.1,
Godrej,272 L,Double Door,3 Star,"₹ 15,990",21% off,4.2,
CANDY,328 L,Double Door,3 Star,"₹ 15,990",28% off,4.4,
LG,264 L,Double Door,2 Star,"₹ 15,990",29% off,4.3,
Godrej,472 L,Double Door,2 Star,"₹ 15,990",25% off,4.1,
Haier,325 L,Double Door,3 Star,"₹ 15,990",31% off,4.1,
Godrej,436 L,Double Door,2 Star,"₹ 15,990",37% off,4.3,
Haier,268 L,Double Door,2 Star,"₹ 15,990",32% off,4.4,
LG,240 L,Double Door,3 Star,"₹ 15,990",28% off,4.3,
LG,398 L,Double Door,3 Star,"₹ 15,990",24% off,4.4,
Voltas,563 L,Side by Side,N/A,"₹ 15,990",42% off,4.3,
Whirlpool,300 L,Triple Door,N/A,"₹ 15,990",26% off,4.3,
Whirlpool,270 L,Triple Door,N/A,"₹ 15,990",25% off,4.3,
LG,343 L,Double Door,3 Star,"₹ 15,990",23% off,4.5,
Whirlpool,235 L,Triple Door,N/A,"₹ 15,990",29% off,4.3,
LG,242 L,Double Door,3 Star,"₹ 15,990",29% off,4.5,
Haier,596 L,Side by Side,N/A,"₹ 15,990",42% off,4.3,
Whirlpool,236 L,Single Door,5 Star,"₹ 15,990",24% off,4.4,
Haier,602 L,Side by Side,N/A,"₹ 15,990",43% off,4.5,
Whirlpool,240 L,Triple Door,N/A,"₹ 15,990",27% off,4.3,
Whirlpool,308 L,Double Door,3 Star,"₹ 15,990",40% off,4.1,
Voltas,472 L,Side by Side,N/A,"₹ 15,950",30% off,4.3,
Whirlpool,235 L,Double Door,2 Star,"₹ 15,950",26% off,4.3,
LG,272 L,Double Door,3 Star,"₹ 15,900",25% off,4.2,
Whirlpool,235 L,Double Door,3 Star,"₹ 15,900",21% off,4.1,
Godrej,272 L,Double Door,3 Star,"₹ 15,900",29% off,4.2,
LG,264 L,Double Door,2 Star,"₹ 15,900",28% off,4.3,
CANDY,328 L,Double Door,3 Star,"₹ 15,899",29% off,4.4,
Godrej,472 L,Double Door,2 Star,"₹ 15,890",42% off,4.1,
Godrej,436 L,Double Door,2 Star,"₹ 15,890",24% off,4.3,
Haier,268 L,Double Door,2 Star,"₹ 15,890",32% off,4.1,
LG,398 L,Double Door,3 Star,"₹ 15,890",37% off,4.3,
Voltas,563 L,Side by Side,N/A,"₹ 15,890",28% off,4.4,
LG,240 L,Double Door,3 Star,"₹ 15,890",31% off,4.4,
Haier,325 L,Double Door,3 Star,"₹ 15,890",26% off,4.3,
Whirlpool,300 L,Triple Door,N/A,"₹ 15,790",25% off,4.3,
Whirlpool,270 L,Triple Door,N/A,"₹ 15,790",25% off,4.3,
LG,343 L,Double Door,3 Star,"₹ 15,790",23% off,4.5,
Whirlpool,235 L,Triple Door,N/A,"₹ 15,790",29% off,4.3,
LG,242 L,Double Door,3 Star,"₹ 15,790",29% off,4.5,
Haier,596 L,Side by Side,N/A,"₹ 15,790",42% off,4.3,
Whirlpool,236 L,Single Door,5 Star,"₹ 15,790",24% off,4.4,
Haier,602 L,Side by Side,N/A,"₹ 15,790",43% off,4.5,
Whirlpool,240 L,Triple Door,N/A,"₹ 15,790",27% off,4.3,
Whirlpool,308 L,Double Door,3 Star,"₹ 15,754",40% off,4.1,
Voltas,472 L,Side by Side,N/A,"₹ 15,750",30% off,4.3,
Whirlpool,235 L,Double Door,2 Star,"₹ 15,690",26% off,4.3,
LG,272 L,Double Door,3 Star,"₹ 15,639",25% off,4.2,
Whirlpool,235 L,Double Door,3 Star,"₹ 15,639",21% off,4.1,
Godrej,272 L,Double Door,3 Star,"₹ 15,599",29% off,4.2,
LG,264 L,Double Door,2 Star,"₹ 15,599",28% off,4.3,
CANDY,328 L,Double Door,3 Star,"₹ 15,594",29% off,4.4,
Godrej,472 L,Double Door,2 Star,"₹ 15,590",42% off,4.1,
Godrej,436 L,Double Door,2 Star,"₹ 15,590",24% off,4.3,
Haier,268 L,Double Door,2 Star,"₹ 15,590",32% off,4.1,
LG,398 L,Double Door,3 Star,"₹ 15,499",37% off,4.3,
Voltas,563 L,Side by Side,N/A,"₹ 15,499",28% off,4.4,
LG,240 L,Double Door,3 Star,"₹ 15,490",31% off,4.4,
Haier,325 L,Double Door,3 Star,"₹ 15,490",26% off,4.3,
Whirlpool,300 L,Triple Door,N/A,"₹ 15,490",25% off,4.3,
Whirlpool,270 L,Triple Door,N/A,"₹ 15,490",25% off,4.3,
LG,343 L,Double Door,3 Star,"₹ 15,440",23% off,4.5,
Whirlpool,235 L,Triple Door,N/A,"₹ 15,430",29% off,4.3,
Haier,596 L,Side by Side,N/A,"₹ 15,410",29% off,4.5,
Whirlpool,236 L,Single Door,5 Star,"₹ 15,405",42% off,4.3,
LG,242 L,Double Door,3 Star,"₹ 15,399",24% off,4.4,
Haier,602 L,Side by Side,N/A,"₹ 15,349",43% off,4.5,
Whirlpool,240 L,Triple Door,N/A,"₹ 15,300",27% off,4.3,
Whirlpool,308 L,Double Door,3 Star,"₹ 15,300",40% off,4.1,
Voltas,472 L,Side by Side,N/A,"₹ 15,299",30% off,4.3,
Whirlpool,235 L,Double Door,2 Star,"₹ 15,290",26% off,4.3,
LG,272 L,Double Door,3 Star,"₹ 15,290",25% off,4.2,
Whirlpool,235 L,Double Door,3 Star,"₹ 15,290",21% off,4.1,
Godrej,272 L,Double Door,3 Star,"₹ 15,290",29% off,4.2,
CANDY,328 L,Double Door,3 Star,"₹ 15,240",28% off,4.3,
LG,264 L,Double Door,2 Star,"₹ 15,100",29% off,4.4,
Godrej,472 L,Double Door,2 Star,"₹ 15,060",42% off,4.1,
Haier,325 L,Double Door,3 Star,"₹ 15,000",24% off,4.3,
Godrej,436 L,Double Door,2 Star,"₹ 14,999",32% off,4.1,
Haier,268 L,Double Door,2 Star,"₹ 14,990",37% off,4.3,
LG,240 L,Double Door,3 Star,"₹ 14,990",28% off,4.4,
LG,398 L,Double Door,3 Star,"₹ 14,990",31% off,4.4,
Voltas,563 L,Side by Side,N/A,"₹ 14,990",26% off,4.3,
Whirlpool,300 L,Triple Door,N/A,"₹ 14,990",25% off,4.3,
Whirlpool,270 L,Triple Door,N/A,"₹ 14,990",25% off,4.3,
Whirlpool,235 L,Triple Door,N/A,"₹ 14,990",23% off,4.5,
LG,343 L,Double Door,3 Star,"₹ 14,990",29% off,4.3,
LG,242 L,Double Door,3 Star,"₹ 14,990",29% off,4.4,
Haier,596 L,Side by Side,N/A,"₹ 14,985",42% off,4.5,
Whirlpool,236 L,Single Door,5 Star,"₹ 14,980",24% off,4.3,
Haier,602 L,Side by Side,N/A,"₹ 14,970",43% off,4.5,
Whirlpool,240 L,Triple Door,N/A,"₹ 14,959",27% off,4.3,
Voltas,472 L,Side by Side,N/A,"₹ 14,900",40% off,4.1,
LG,272 L,Double Door,3 Star,"₹ 14,900",30% off,4.3,
Whirlpool,235 L,Double Door,3 Star,"₹ 14,895",26% off,4.3,
Whirlpool,308 L,Double Door,3 Star,"₹ 14,890",25% off,4.2,
Godrej,272 L,Double Door,3 Star,"₹ 14,820",21% off,4.1,
LG,264 L,Double Door,2 Star,"₹ 14,769",29% off,4.2,
CANDY,328 L,Double Door,3 Star,"₹ 14,763",28% off,4.4,
Whirlpool,235 L,Double Door,2 Star,"₹ 14,699",29% off,4.3,
Voltas,563 L,Side by Side,N/A,"₹ 14,490",42% off,4.1,
LG,398 L,Double Door,3 Star,"₹ 14,579",24% off,4.1,
Haier,268 L,Double Door,2 Star,"₹ 14,490",32% off,4.3,
Godrej,436 L,Double Door,2 Star,"₹ 14,490",37% off,4.4,
LG,240 L,Double Door,3 Star,"₹ 14,490",28% off,4.3,
Haier,325 L,Double Door,3 Star,"₹ 14,490",31% off,4.4,
Whirlpool,300 L,Triple Door,N/A,"₹ 14,490",26% off,4.3,
Godrej,472 L,Double Door,2 Star,"₹ 14,490",25% off,4.3,
Whirlpool,270 L,Triple Door,N/A,"₹ 14,490",25% off,4.3,
LG,343 L,Double Door,3 Star,"₹ 14,490",23% off,4.3,
Whirlpool,235 L,Triple Door,N/A,"₹ 14,490",29% off,4.5,
Haier,596 L,Side by Side,N/A,"₹ 14,490",29% off,4.3,
Whirlpool,236 L,Single Door,5 Star,"₹ 14,465",42% off,4.5,
LG,242 L,Double Door,3 Star,"₹ 14,390",24% off,4.5,
Haier,602 L,Side by Side,N/A,"₹ 14,350",43% off,4.3,
Whirlpool,240 L,Triple Door,N/A,"₹ 14,350",27% off,4.4,
Whirlpool,308 L,Double Door,3 Star,"₹ 14,340",40% off,4.3,
Voltas,472 L,Side by Side,N/A,"₹ 14,299",30% off,4.5,
Whirlpool,235 L,Double Door,2 Star,"₹ 14,299",26% off,4.3,
LG,272 L,Double Door,3 Star,"₹ 14,290",25% off,4.1,
Whirlpool,235 L,Double Door,3 Star,"₹ 14,290",21% off,4.3,
Godrej,272 L,Double Door,3 Star,"₹ 14,290",29% off,4.3,
CANDY,328 L,Double Door,3 Star,"₹ 14,240",28% off,4.3,
